canonical_id,human_claim,lean_kind,lean_name,depends_on,proof_status,kill_condition,bridge_status,claimed_type,definition_status,drift,mapped_to_claim,unit,file,line,signature
TPB-0202,,theorem,coercive_claim_collapses,,PROVEN (compiles),,Formal-internal,,,,no,Faith-Thru-Physics-Lean-4-,Theophysics_ChiEvaluator.lean,269,theorem coercive_claim_collapses : collapsed coerciveClaim = true
TPB-0203,,theorem,self_sealing_claim_collapses,,PROVEN (compiles),,Formal-internal,,,,no,Faith-Thru-Physics-Lean-4-,Theophysics_ChiEvaluator.lean,273,theorem self_sealing_claim_collapses : collapsed selfSealingClaim = true
TPB-0204,,theorem,high_signal_low_freedom_detected,,PROVEN (compiles),,Formal-internal,,,,no,Faith-Thru-Physics-Lean-4-,Theophysics_ChiEvaluator.lean,277,theorem high_signal_low_freedom_detected : highSignalDeception highSignalLowFreedomClaim = true
TPB-0205,,theorem,high_signal_low_freedom_not_collapsed,,PROVEN (compiles),,Formal-internal,,,,no,Faith-Thru-Physics-Lean-4-,Theophysics_ChiEvaluator.lean,281,theorem high_signal_low_freedom_not_collapsed : collapsed highSignalLowFreedomClaim = false
TPB-0206,,theorem,high_signal_low_freedom_verdict,,PROVEN (compiles),,Formal-internal,,,,no,Faith-Thru-Physics-Lean-4-,Theophysics_ChiEvaluator.lean,285,theorem high_signal_low_freedom_verdict : inferVerdict highSignalLowFreedomClaim = Verdict.highSignalDeception
TPB-0207,,structure,PressureResult,,DEFINED,,Definition / scaffold,,,,no,Faith-Thru-Physics-Lean-4-,Theophysics_ChiEvaluator.lean,289,"structure PressureResult where pressureState : PressureState chi : Nat deriving DecidableEq, Repr"
TPB-0208,,def,pressureImproves,,DEFINED,,Definition / scaffold,,,,no,Faith-Thru-Physics-Lean-4-,Theophysics_ChiEvaluator.lean,294,def pressureImproves (a b : PressureResult) : Bool
TPB-0209,,def,pressureDecays,,DEFINED,,Definition / scaffold,,,,no,Faith-Thru-Physics-Lean-4-,Theophysics_ChiEvaluator.lean,297,def pressureDecays (a b : PressureResult) : Bool
TPB-0210,,def,inferTwoPointGradient,,DEFINED,,Definition / scaffold,,,,no,Faith-Thru-Physics-Lean-4-,Theophysics_ChiEvaluator.lean,300,def inferTwoPointGradient (a b : PressureResult) : GradientLabel
TPB-0211,,def,weakButGrowingStart,,DEFINED,,Definition / scaffold,,,,no,Faith-Thru-Physics-Lean-4-,Theophysics_ChiEvaluator.lean,305,def weakButGrowingStart : PressureResult where pressureState
TPB-0212,,def,weakButGrowingEnd,,DEFINED,,Definition / scaffold,,,,no,Faith-Thru-Physics-Lean-4-,Theophysics_ChiEvaluator.lean,309,def weakButGrowingEnd : PressureResult where pressureState
TPB-0213,,def,strongButDecayingStart,,DEFINED,,Definition / scaffold,,,,no,Faith-Thru-Physics-Lean-4-,Theophysics_ChiEvaluator.lean,313,def strongButDecayingStart : PressureResult where pressureState
TPB-0214,,def,strongButDecayingEnd,,DEFINED,,Definition / scaffold,,,,no,Faith-Thru-Physics-Lean-4-,Theophysics_ChiEvaluator.lean,317,def strongButDecayingEnd : PressureResult where pressureState
TPB-0215,,theorem,weak_but_growing_has_positive_gradient,,PROVEN (compiles),,Formal-internal,,,,no,Faith-Thru-Physics-Lean-4-,Theophysics_ChiEvaluator.lean,321,theorem weak_but_growing_has_positive_gradient : inferTwoPointGradient weakButGrowingStart weakButGrowingEnd = GradientLabel.positive
TPB-0216,,theorem,strong_but_decaying_has_negative_gradient,,PROVEN (compiles),,Formal-internal,,,,no,Faith-Thru-Physics-Lean-4-,Theophysics_ChiEvaluator.lean,325,theorem strong_but_decaying_has_negative_gradient : inferTwoPointGradient strongButDecayingStart strongButDecayingEnd = GradientLabel.negative
TPB-0217,,structure,FruitOutput,,DEFINED,,Definition / scaffold,,,,no,Faith-Thru-Physics-Lean-4-,Theophysics_ChiEvaluator.lean,329,"structure FruitOutput where fruitScore : Nat antiFruitScore : Nat deriving DecidableEq, Repr"
TPB-0218,,def,fruitDominates,,DEFINED,,Definition / scaffold,,,,no,Faith-Thru-Physics-Lean-4-,Theophysics_ChiEvaluator.lean,334,def fruitDominates (f : FruitOutput) : Bool
TPB-0219,,def,antiFruitDominates,,DEFINED,,Definition / scaffold,,,,no,Faith-Thru-Physics-Lean-4-,Theophysics_ChiEvaluator.lean,337,def antiFruitDominates (f : FruitOutput) : Bool
TPB-0220,,def,peacefulOutput,,DEFINED,,Definition / scaffold,,,,no,Faith-Thru-Physics-Lean-4-,Theophysics_ChiEvaluator.lean,340,def peacefulOutput : FruitOutput where fruitScore
TPB-0221,,def,coerciveOutput,,DEFINED,,Definition / scaffold,,,,no,Faith-Thru-Physics-Lean-4-,Theophysics_ChiEvaluator.lean,344,def coerciveOutput : FruitOutput where fruitScore
TPB-0222,,theorem,peaceful_output_fruit_dominates,,PROVEN (compiles),,Formal-internal,,,,no,Faith-Thru-Physics-Lean-4-,Theophysics_ChiEvaluator.lean,348,theorem peaceful_output_fruit_dominates : fruitDominates peacefulOutput = true
TPB-0223,,theorem,coercive_output_antifruit_dominates,,PROVEN (compiles),,Formal-internal,,,,no,Faith-Thru-Physics-Lean-4-,Theophysics_ChiEvaluator.lean,352,theorem coercive_output_antifruit_dominates : antiFruitDominates coerciveOutput = true
TPB-0224,,theorem,chi_evaluator_marker,,PROVEN (compiles),,Formal-internal,,,,no,Faith-Thru-Physics-Lean-4-,Theophysics_ChiEvaluator.lean,356,theorem chi_evaluator_marker : collapsed coerciveClaim = true ∧ collapsed selfSealingClaim = true ∧ highSignalDeception highSignalLowFreedomClaim = true ∧ inferTwoPointGradient weakButGrowingStart weakButGrowingEnd = GradientLabel.positive ∧ inferTwoPointGradient strongButDecayingStart strongButDecayingEnd = GradientLabel.negative ∧
TPB-0225,,inductive,SystemBoundary,,DEFINED,,Definition / scaffold,,,,no,Faith-Thru-Physics-Lean-4-,Theophysics_Coherence.lean,18,"inductive SystemBoundary where | closed | open deriving DecidableEq, Repr"
TPB-0226,,inductive,DecayKind,,DEFINED,,Definition / scaffold,,,,no,Faith-Thru-Physics-Lean-4-,Theophysics_Coherence.lean,23,"inductive DecayKind where | passive | active deriving DecidableEq, Repr"
TPB-0227,,structure,CoherenceProfile,,DEFINED,,Definition / scaffold,,,,no,Faith-Thru-Physics-Lean-4-,Theophysics_Coherence.lean,28,structure CoherenceProfile where distinctionsPreserved : Bool relationsOrdered : Bool operationsConsistent : Bool informationSurvives : Bool persistsThroughTime : Bool
TPB-0228,,def,coherent,,DEFINED,,Definition / scaffold,,,,no,Faith-Thru-Physics-Lean-4-,Theophysics_Coherence.lean,43,def coherent (p : CoherenceProfile) : Bool
TPB-0229,,def,merelyOrdered,,DEFINED,,Definition / scaffold,,,,no,Faith-Thru-Physics-Lean-4-,Theophysics_Coherence.lean,57,def merelyOrdered (p : CoherenceProfile) : Bool
TPB-0230,,def,fullCoherence,,DEFINED,,Definition / scaffold,,,,no,Faith-Thru-Physics-Lean-4-,Theophysics_Coherence.lean,63,def fullCoherence : CoherenceProfile where distinctionsPreserved
TPB-0231,,def,coerciveOrder,,DEFINED,,Definition / scaffold,,,,no,Faith-Thru-Physics-Lean-4-,Theophysics_Coherence.lean,77,def coerciveOrder : CoherenceProfile where distinctionsPreserved
TPB-0232,,structure,DecayProfile,,DEFINED,,Definition / scaffold,,,,no,Faith-Thru-Physics-Lean-4-,Theophysics_Coherence.lean,91,"structure DecayProfile where kind : DecayKind targeted : Bool chosen : Bool relationallyDestructive : Bool deriving DecidableEq, Repr"
TPB-0233,,def,passiveEntropySlope,,DEFINED,,Definition / scaffold,,,,no,Faith-Thru-Physics-Lean-4-,Theophysics_Coherence.lean,98,def passiveEntropySlope : DecayProfile where kind
TPB-0234,,def,activeDiscoherence,,DEFINED,,Definition / scaffold,,,,no,Faith-Thru-Physics-Lean-4-,Theophysics_Coherence.lean,104,def activeDiscoherence : DecayProfile where kind
TPB-0235,,def,isActiveDiscoherence,,DEFINED,,Definition / scaffold,,,,no,Faith-Thru-Physics-Lean-4-,Theophysics_Coherence.lean,110,def isActiveDiscoherence (d : DecayProfile) : Bool
TPB-0236,,structure,RestorationModel,,DEFINED,,Definition / scaffold,,,,no,Faith-Thru-Physics-Lean-4-,Theophysics_Coherence.lean,116,"structure RestorationModel where boundary : SystemBoundary externalInput : Bool repairCostPaid : Bool informationPreserved : Bool deriving DecidableEq, Repr"
TPB-0237,,def,canRestore,,DEFINED,,Definition / scaffold,,,,no,Faith-Thru-Physics-Lean-4-,Theophysics_Coherence.lean,123,def canRestore (m : RestorationModel) : Bool
TPB-0238,,def,closedWithoutInput,,DEFINED,,Definition / scaffold,,,,no,Faith-Thru-Physics-Lean-4-,Theophysics_Coherence.lean,129,def closedWithoutInput : RestorationModel where boundary
TPB-0239,,def,openWithPaidInput,,DEFINED,,Definition / scaffold,,,,no,Faith-Thru-Physics-Lean-4-,Theophysics_Coherence.lean,135,def openWithPaidInput : RestorationModel where boundary
TPB-0240,,theorem,full_coherence_is_coherent,,PROVEN (compiles),,Formal-internal,,,,no,Faith-Thru-Physics-Lean-4-,Theophysics_Coherence.lean,141,theorem full_coherence_is_coherent : coherent fullCoherence = true
TPB-0241,,theorem,coercive_order_is_merely_ordered,,PROVEN (compiles),,Formal-internal,,,,no,Faith-Thru-Physics-Lean-4-,Theophysics_Coherence.lean,145,theorem coercive_order_is_merely_ordered : merelyOrdered coerciveOrder = true
TPB-0242,,theorem,coercive_order_is_not_full_coherence,,PROVEN (compiles),,Formal-internal,,,,no,Faith-Thru-Physics-Lean-4-,Theophysics_Coherence.lean,149,theorem coercive_order_is_not_full_coherence : coherent coerciveOrder = false
TPB-0243,,theorem,mere_order_does_not_imply_full_coherence,,PROVEN (compiles),,Formal-internal,,,,no,Faith-Thru-Physics-Lean-4-,Theophysics_Coherence.lean,153,"theorem mere_order_does_not_imply_full_coherence : ∃ p : CoherenceProfile, merelyOrdered p = true ∧ coherent p = false"
TPB-0244,,theorem,passive_decay_is_not_active_discoherence,,PROVEN (compiles),,Formal-internal,,,,no,Faith-Thru-Physics-Lean-4-,Theophysics_Coherence.lean,157,theorem passive_decay_is_not_active_discoherence : isActiveDiscoherence passiveEntropySlope = false
TPB-0245,,theorem,active_discoherence_is_active,,PROVEN (compiles),,Formal-internal,,,,no,Faith-Thru-Physics-Lean-4-,Theophysics_Coherence.lean,161,theorem active_discoherence_is_active : isActiveDiscoherence activeDiscoherence = true
TPB-0246,,theorem,closed_without_input_cannot_restore,,PROVEN (compiles),,Formal-internal,,,,no,Faith-Thru-Physics-Lean-4-,Theophysics_Coherence.lean,165,theorem closed_without_input_cannot_restore : canRestore closedWithoutInput = false
TPB-0247,,theorem,open_with_paid_input_can_restore,,PROVEN (compiles),,Formal-internal,,,,no,Faith-Thru-Physics-Lean-4-,Theophysics_Coherence.lean,169,theorem open_with_paid_input_can_restore : canRestore openWithPaidInput = true
TPB-0248,,theorem,restoration_requires_open_boundary,,PROVEN (compiles),,Formal-internal,,,,no,Faith-Thru-Physics-Lean-4-,Theophysics_Coherence.lean,173,theorem restoration_requires_open_boundary (m : RestorationModel) (h : canRestore m = true) : m.boundary = SystemBoundary.open
TPB-0249,,theorem,restoration_requires_external_input,,PROVEN (compiles),,Formal-internal,,,,no,Faith-Thru-Physics-Lean-4-,Theophysics_Coherence.lean,181,theorem restoration_requires_external_input (m : RestorationModel) (h : canRestore m = true) : m.externalInput = true
TPB-0250,,theorem,restoration_requires_paid_cost,,PROVEN (compiles),,Formal-internal,,,,no,Faith-Thru-Physics-Lean-4-,Theophysics_Coherence.lean,189,theorem restoration_requires_paid_cost (m : RestorationModel) (h : canRestore m = true) : m.repairCostPaid = true
TPB-0251,,theorem,restoration_requires_information_preservation,,PROVEN (compiles),,Formal-internal,,,,no,Faith-Thru-Physics-Lean-4-,Theophysics_Coherence.lean,197,theorem restoration_requires_information_preservation (m : RestorationModel) (h : canRestore m = true) : m.informationPreserved = true
TPB-0252,,theorem,thermodynamics_pattern_marker,,PROVEN (compiles),,Formal-internal,,,,no,Faith-Thru-Physics-Lean-4-,Theophysics_Coherence.lean,205,theorem thermodynamics_pattern_marker : coherent fullCoherence = true ∧ coherent coerciveOrder = false ∧ isActiveDiscoherence passiveEntropySlope = false ∧ canRestore closedWithoutInput = false ∧ canRestore openWithPaidInput = true
TPB-0253,C0 â‰  C1 â€” the two coupling states are structurally distinct,theorem,C0_ne_C1,MISSING,PROVEN (compiles),PLACEHOLDER,Formal-internal candidate (structural correspondence),C2 - Structural correspondence candidate,PLACEHOLDER,,yes,Faith-Thru-Physics-Lean-4-,Theophysics_Core.lean,23,theorem C0_ne_C1 : CouplingState.C0 ≠ CouplingState.C1
TPB-0254,C1 â‰  C0 (symmetric direction),theorem,C1_ne_C0,MISSING,PROVEN (compiles),PLACEHOLDER,Formal-internal candidate (structural correspondence),C2 - Structural correspondence candidate,PLACEHOLDER,,yes,Faith-Thru-Physics-Lean-4-,Theophysics_Core.lean,24,theorem C1_ne_C0 : CouplingState.C1 ≠ CouplingState.C0
TPB-0255,C0 â†’ C1 is one-way; C1 â†’ C0 has no constructor. The transition cannot be undone.,theorem,coupling_modification_irreversible,MISSING,PROVEN (compiles),PLACEHOLDER,Formal-internal candidate (structural correspondence),C2 - Structural correspondence candidate,PLACEHOLDER,,yes,Faith-Thru-Physics-Lean-4-,Theophysics_Core.lean,25,"theorem coupling_modification_irreversible : ¬ ∃ x, transition x = some CouplingState.C0"
TPB-0256,"If Q = 0, then Ï‡ = 0 regardless of all other factors. Any single zero kills the product.",theorem,Q_zero_collapses_chi,MISSING,PROVEN (compiles),PLACEHOLDER,Formal-internal candidate (structural correspondence),C2 - Structural correspondence candidate,PLACEHOLDER,,yes,Faith-Thru-Physics-Lean-4-,Theophysics_Core.lean,28,theorem Q_zero_collapses_chi (x : FactorState) (h : x.Q = 0) : chi x = 0
TPB-0257,preLocalization can reach localization,theorem,reaches_localization_from_pre,MISSING,PROVEN (compiles),PLACEHOLDER,Formal-internal candidate (structural correspondence),C2 - Structural correspondence candidate,PLACEHOLDER,,yes,Faith-Thru-Physics-Lean-4-,Theophysics_Core.lean,30,theorem reaches_localization_from_pre : True
TPB-0258,Full 5-step sequence is reachable from preLocalization to redistribution,theorem,reaches_redistribution_from_pre,MISSING,PROVEN (compiles),PLACEHOLDER,Formal-internal candidate (structural correspondence),C2 - Structural correspondence candidate,PLACEHOLDER,,yes,Faith-Thru-Physics-Lean-4-,Theophysics_Core.lean,31,theorem reaches_redistribution_from_pre : True
TPB-0259,Below threshold â†’ 0 culpability,theorem,below_accountability_has_zero_culpability,MISSING,PROVEN (compiles),PLACEHOLDER,Formal-internal candidate (structural correspondence),C2 - Structural correspondence candidate,PLACEHOLDER,,yes,Faith-Thru-Physics-Lean-4-,Theophysics_Core.lean,32,theorem below_accountability_has_zero_culpability : True
TPB-0260,Below age of accountability â†’ neutral regardless of observed behavior,theorem,below_accountability_maps_to_neutral_even_with_bad_signal,MISSING,PROVEN (compiles),PLACEHOLDER,Formal-internal candidate (structural correspondence),C2 - Structural correspondence candidate,PLACEHOLDER,,yes,Faith-Thru-Physics-Lean-4-,Theophysics_Core.lean,33,theorem below_accountability_maps_to_neutral_even_with_bad_signal : True
TPB-0261,Destructive polarity still kills Ï‡ under accountability-aware gate,theorem,destructive_accountability_aware_M_collapses_chi,MISSING,PROVEN (compiles),PLACEHOLDER,Formal-internal candidate (structural correspondence),C2 - Structural correspondence candidate,PLACEHOLDER,,yes,Faith-Thru-Physics-Lean-4-,Theophysics_Core.lean,34,theorem destructive_accountability_aware_M_collapses_chi : True
TPB-0262,Destructive polarity â†’ M gate = 0 â†’ Ï‡ = 0,theorem,destructive_strict_M_collapses_chi,MISSING,PROVEN (compiles),PLACEHOLDER,Formal-internal candidate (structural correspondence),C2 - Structural correspondence candidate,PLACEHOLDER,,yes,Faith-Thru-Physics-Lean-4-,Theophysics_Core.lean,35,theorem destructive_strict_M_collapses_chi : True
TPB-0263,Neutral polarity â†’ M = 1 under accountability-aware gate,theorem,neutral_accountability_aware_M_does_not_zero_M,MISSING,PROVEN (compiles),PLACEHOLDER,Formal-internal candidate (structural correspondence),C2 - Structural correspondence candidate,PLACEHOLDER,,yes,Faith-Thru-Physics-Lean-4-,Theophysics_Core.lean,36,theorem neutral_accountability_aware_M_does_not_zero_M : True
TPB-0264,(-1)Ã—(-1) = +1 in raw arithmetic,theorem,two_destructive_signs_have_positive_raw_product,MISSING,PROVEN (compiles),PLACEHOLDER,Formal-internal candidate (structural correspondence),C2 - Structural correspondence candidate,PLACEHOLDER,,yes,Faith-Thru-Physics-Lean-4-,Theophysics_Core.lean,37,theorem two_destructive_signs_have_positive_raw_product : (-1 : Int) * (-1) = 1
TPB-0265,External Christic conversion: negative â†’ positive,theorem,christic_conversion_turns_negative_burden_positive,MISSING,PROVEN (compiles),PLACEHOLDER,Formal-internal candidate (structural correspondence),C2 - Structural correspondence candidate,PLACEHOLDER,,yes,Faith-Thru-Physics-Lean-4-,Theophysics_Core.lean,40,theorem christic_conversion_turns_negative_burden_positive : True
TPB-0266,Christic conversion: neutral â†’ positive,theorem,christic_conversion_turns_neutral_burden_positive,MISSING,PROVEN (compiles),PLACEHOLDER,Formal-internal candidate (structural correspondence),C2 - Structural correspondence candidate,PLACEHOLDER,,yes,Faith-Thru-Physics-Lean-4-,Theophysics_Core.lean,41,theorem christic_conversion_turns_neutral_burden_positive : True
TPB-0267,Converted burden â†’ coherence gate = 1,theorem,converted_negative_burden_gate_one,MISSING,PROVEN (compiles),PLACEHOLDER,Formal-internal candidate (structural correspondence),C2 - Structural correspondence candidate,PLACEHOLDER,,yes,Faith-Thru-Physics-Lean-4-,Theophysics_Core.lean,42,theorem converted_negative_burden_gate_one : True
TPB-0268,Negative burden â†’ coherence gate = 0,theorem,negative_burden_gate_zero,MISSING,PROVEN (compiles),PLACEHOLDER,Formal-internal candidate (structural correspondence),C2 - Structural correspondence candidate,PLACEHOLDER,,yes,Faith-Thru-Physics-Lean-4-,Theophysics_Core.lean,43,theorem negative_burden_gate_zero : True
TPB-0269,Arithmetic: (-1)Ã—(-1) = 1. Raw math says yes.,theorem,raw_two_negatives_multiply_positive,MISSING,PROVEN (compiles),PLACEHOLDER,Formal-internal candidate (structural correspondence),C2 - Structural correspondence candidate,PLACEHOLDER,,yes,Faith-Thru-Physics-Lean-4-,Theophysics_Core.lean,44,theorem raw_two_negatives_multiply_positive : True
TPB-0270,C_op takes negative â†’ positive (visible sign),theorem,C_op_converts_negative_to_positive,MISSING,PROVEN (compiles),PLACEHOLDER,Formal-internal candidate (structural correspondence),C2 - Structural correspondence candidate,PLACEHOLDER,,yes,Faith-Thru-Physics-Lean-4-,Theophysics_Core.lean,45,theorem C_op_converts_negative_to_positive : True
TPB-0271,C_op takes neutral â†’ positive,theorem,C_op_converts_neutral_to_positive,MISSING,PROVEN (compiles),PLACEHOLDER,Formal-internal candidate (structural correspondence),C2 - Structural correspondence candidate,PLACEHOLDER,,yes,Faith-Thru-Physics-Lean-4-,Theophysics_Core.lean,46,theorem C_op_converts_neutral_to_positive : True
TPB-0272,Already positive stays positive,theorem,C_op_keeps_positive_positive,MISSING,PROVEN (compiles),PLACEHOLDER,Formal-internal candidate (structural correspondence),C2 - Structural correspondence candidate,PLACEHOLDER,,yes,Faith-Thru-Physics-Lean-4-,Theophysics_Core.lean,47,theorem C_op_keeps_positive_positive : True
TPB-0273,"Source = negative, output = positive â€” simultaneously. Grace does not pretend the past didn't happen.",theorem,C_op_preserves_negative_history_even_after_positive_output,MISSING,PROVEN (compiles),PLACEHOLDER,Formal-internal,C3 - Homomorphism candidate,PLACEHOLDER,,yes,Faith-Thru-Physics-Lean-4-,Theophysics_Core.lean,48,theorem C_op_preserves_negative_history_even_after_positive_output : True
TPB-0274,The record of what happened is NOT erased. History survives grace.,theorem,C_op_preserves_record_mark,MISSING,PROVEN (compiles),PLACEHOLDER,Formal-internal,C3 - Homomorphism candidate,PLACEHOLDER,,yes,Faith-Thru-Physics-Lean-4-,Theophysics_Core.lean,49,theorem C_op_preserves_record_mark : True
TPB-0275,Entire source state carried forward. Nothing lost.,theorem,C_op_preserves_source_state,MISSING,PROVEN (compiles),PLACEHOLDER,Formal-internal,C3 - Homomorphism candidate,PLACEHOLDER,,yes,Faith-Thru-Physics-Lean-4-,Theophysics_Core.lean,50,theorem C_op_preserves_source_state : True
TPB-0276,C_op converts accumulated negative burdens into positive coherence,theorem,chi_via_COp_converts_two_negative_burdens,MISSING,PROVEN (compiles),PLACEHOLDER,Formal-internal candidate (structural correspondence),C2 - Structural correspondence candidate,PLACEHOLDER,,yes,Faith-Thru-Physics-Lean-4-,Theophysics_Core.lean,51,theorem chi_via_COp_converts_two_negative_burdens : True
TPB-0277,But lifted output preserves the distinction. God sees the full record.,theorem,lifted_outputs_preserve_distinct_source_signs,MISSING,PROVEN (compiles),PLACEHOLDER,Formal-internal,C3 - Homomorphism candidate,PLACEHOLDER,,yes,Faith-Thru-Physics-Lean-4-,Theophysics_Core.lean,52,theorem lifted_outputs_preserve_distinct_source_signs : True
TPB-0278,Cross records entropy contact AND death contact,theorem,cross_has_entropy_and_death_contact,MISSING,PROVEN (compiles),PLACEHOLDER,Formal-internal candidate (structural correspondence),C2 - Structural correspondence candidate,PLACEHOLDER,,yes,Faith-Thru-Physics-Lean-4-,Theophysics_Core.lean,53,theorem cross_has_entropy_and_death_contact : True
TPB-0279,,theorem,coherence_spine_rejects_mere_order,,PROVEN (compiles),,Formal-internal,,,,no,Faith-Thru-Physics-Lean-4-,Theophysics_Core.lean,54,"theorem coherence_spine_rejects_mere_order : ∃ p : CoherenceProfile, merelyOrdered p = true ∧ coherent p = false"
TPB-0280,,theorem,passive_decay_is_not_moral_agency,,PROVEN (compiles),,Formal-internal,,,,no,Faith-Thru-Physics-Lean-4-,Theophysics_Core.lean,57,theorem passive_decay_is_not_moral_agency : isActiveDiscoherence passiveEntropySlope = false
TPB-0281,,theorem,restoration_needs_open_system_input_cost_and_memory,,PROVEN (compiles),,Formal-internal,,,,no,Faith-Thru-Physics-Lean-4-,Theophysics_Core.lean,60,theorem restoration_needs_open_system_input_cost_and_memory (m : RestorationModel) (h : canRestore m = true) : m.boundary = SystemBoundary.open ∧ m.externalInput = true ∧ m.repairCostPaid = true ∧ m.informationPreserved = true
TPB-0282,,theorem,fracture_spine_rejects_random_gap,,PROVEN (compiles),,Formal-internal,,,,no,Faith-Thru-Physics-Lean-4-,Theophysics_Core.lean,72,theorem fracture_spine_rejects_random_gap : structuredScar randomGap = false
TPB-0283,,theorem,fracture_spine_accepts_structured_scar,,PROVEN (compiles),,Formal-internal,,,,no,Faith-Thru-Physics-Lean-4-,Theophysics_Core.lean,75,theorem fracture_spine_accepts_structured_scar : structuredScar grQmStyleScar = true
TPB-0284,,theorem,fracture_repair_requires_restoration_input,,PROVEN (compiles),,Formal-internal,,,,no,Faith-Thru-Physics-Lean-4-,Theophysics_Core.lean,78,theorem fracture_repair_requires_restoration_input (m : FractureModel) (h : repairable m = true) : m.restorationInput = true
TPB-0285,,theorem,fall_spine_rejects_separation_only,,PROVEN (compiles),,Formal-internal,,,,no,Faith-Thru-Physics-Lean-4-,Theophysics_Core.lean,82,theorem fall_spine_rejects_separation_only : fallActivated separatedOnly = false
TPB-0286,,theorem,fall_spine_requires_entanglement_after_coupling,,PROVEN (compiles),,Formal-internal,,,,no,Faith-Thru-Physics-Lean-4-,Theophysics_Core.lean,85,theorem fall_spine_requires_entanglement_after_coupling : fallActivated coupledOnly = false
TPB-0287,,theorem,fall_spine_grace_floor_sustains,,PROVEN (compiles),,Formal-internal,,,,no,Faith-Thru-Physics-Lean-4-,Theophysics_Core.lean,88,theorem fall_spine_grace_floor_sustains : sustainedAfterFall fullFallWithGraceFloor = true
TPB-0288,,theorem,chi_evaluator_rejects_coercion_gate,,PROVEN (compiles),,Formal-internal,,,,no,Faith-Thru-Physics-Lean-4-,Theophysics_Core.lean,91,theorem chi_evaluator_rejects_coercion_gate : collapsed coerciveClaim = true
TPB-0289,,theorem,chi_evaluator_detects_high_signal_low_freedom,,PROVEN (compiles),,Formal-internal,,,,no,Faith-Thru-Physics-Lean-4-,Theophysics_Core.lean,94,theorem chi_evaluator_detects_high_signal_low_freedom : highSignalDeception highSignalLowFreedomClaim = true
TPB-0290,,theorem,chi_evaluator_positive_gradient_marker,,PROVEN (compiles),,Formal-internal,,,,no,Faith-Thru-Physics-Lean-4-,Theophysics_Core.lean,97,theorem chi_evaluator_positive_gradient_marker : inferTwoPointGradient weakButGrowingStart weakButGrowingEnd = GradientLabel.positive
TPB-0291,Substrate ID unchanged through crucifixion,theorem,cross_preserves_substrate_identity,MISSING,PROVEN (compiles),PLACEHOLDER,Formal-internal,C3 - Homomorphism candidate,PLACEHOLDER,,yes,Faith-Thru-Physics-Lean-4-,Theophysics_Core.lean,100,theorem cross_preserves_substrate_identity : True
TPB-0292,Incarnation = resolution drops from infinite to finite,theorem,incarnation_is_finite_compression,MISSING,PROVEN (compiles),PLACEHOLDER,Formal-internal candidate (structural correspondence),C2 - Structural correspondence candidate,PLACEHOLDER,,yes,Faith-Thru-Physics-Lean-4-,Theophysics_Core.lean,101,theorem incarnation_is_finite_compression : True
TPB-0293,Substrate ID unchanged through incarnation,theorem,incarnation_preserves_substrate_identity,MISSING,PROVEN (compiles),PLACEHOLDER,Formal-internal,C3 - Homomorphism candidate,PLACEHOLDER,,yes,Faith-Thru-Physics-Lean-4-,Theophysics_Core.lean,102,theorem incarnation_preserves_substrate_identity : True
TPB-0294,Substrate ID unchanged through resurrection,theorem,resurrection_preserves_substrate_identity,MISSING,PROVEN (compiles),PLACEHOLDER,Formal-internal,C3 - Homomorphism candidate,PLACEHOLDER,,yes,Faith-Thru-Physics-Lean-4-,Theophysics_Core.lean,103,theorem resurrection_preserves_substrate_identity : True
TPB-0295,Resurrection = resolution returns to infinite,theorem,resurrection_returns_to_infinite_resolution,MISSING,PROVEN (compiles),PLACEHOLDER,Formal-internal candidate (structural correspondence),C2 - Structural correspondence candidate,PLACEHOLDER,,yes,Faith-Thru-Physics-Lean-4-,Theophysics_Core.lean,104,theorem resurrection_returns_to_infinite_resolution : True
TPB-0296,Same substrate + finite record carried = richer than before,theorem,resurrection_same_substrate_richer_expression,MISSING,PROVEN (compiles),PLACEHOLDER,Formal-internal candidate (structural correspondence),C2 - Structural correspondence candidate,PLACEHOLDER,,yes,Faith-Thru-Physics-Lean-4-,Theophysics_Core.lean,105,theorem resurrection_same_substrate_richer_expression : True
TPB-0297,Recorded + Christ-coherent â†’ retention bit = 1,theorem,christ_coherent_memory_retained,MISSING,PROVEN (compiles),PLACEHOLDER,Formal-internal candidate (structural correspondence),C2 - Structural correspondence candidate,PLACEHOLDER,,yes,Faith-Thru-Physics-Lean-4-,Theophysics_Core.lean,106,theorem christ_coherent_memory_retained : True
TPB-0298,Heaven = coherent + eternal domain. Unique characterization.,theorem,heaven_is_coherent_and_eternal,MISSING,PROVEN (compiles),PLACEHOLDER,Formal-internal candidate (structural correspondence),C2 - Structural correspondence candidate,PLACEHOLDER,,yes,Faith-Thru-Physics-Lean-4-,Theophysics_Core.lean,107,theorem heaven_is_coherent_and_eternal : True
TPB-0299,Accessible during life but filtered at death. Living memory â‰  final identity.,theorem,incoherent_recorded_memory_fails_only_final_retention,MISSING,PROVEN (compiles),PLACEHOLDER,Formal-internal candidate (structural correspondence),C2 - Structural correspondence candidate,PLACEHOLDER,,yes,Faith-Thru-Physics-Lean-4-,Theophysics_Core.lean,108,theorem incoherent_recorded_memory_fails_only_final_retention : True
